# bbr, cubic, reno, htcp, unknown, interest, westwood, illinois, compound
1 0 1 0 0 0 0 0 0 0
2 0 2 0 0 0 0 0 0 0
3 1 2 0 0 0 0 0 0 0
4 1 2 1 0 0 0 0 0 0
5 1 3 1 0 0 0 0 0 0
6 2 3 1 0 0 0 0 0 0
7 2 3 1 0 0 0 1 0 0
8 3 3 1 0 0 0 1 0 0
9 3 3 1 1 0 0 1 0 0
10 3 3 2 1 0 0 1 0 0
11 3 3 2 2 0 0 1 0 0
12 3 3 2 3 0 0 1 0 0
13 4 3 2 3 0 0 1 0 0
14 4 3 3 3 0 0 1 0 0
15 4 4 3 3 0 0 1 0 0
16 4 5 3 3 0 0 1 0 0
17 4 6 3 3 0 0 1 0 0
18 4 7 3 3 0 0 1 0 0
19 4 7 3 3 1 0 1 0 0
20 4 8 3 3 1 0 1 0 0
21 4 9 3 3 1 0 1 0 0
22 4 9 3 4 1 0 1 0 0
23 4 9 3 4 2 0 1 0 0
24 4 10 3 4 2 0 1 0 0
25 4 10 3 4 3 0 1 0 0
26 5 10 3 4 3 0 1 0 0
27 6 10 3 4 3 0 1 0 0
28 6 10 4 4 3 0 1 0 0
29 7 10 4 4 3 0 1 0 0
30 7 10 5 4 3 0 1 0 0
31 7 10 6 4 3 0 1 0 0
32 8 10 6 4 3 0 1 0 0
33 8 11 6 4 3 0 1 0 0
34 9 11 6 4 3 0 1 0 0
35 9 11 7 4 3 0 1 0 0
36 9 11 7 4 4 0 1 0 0
37 10 11 7 4 4 0 1 0 0
38 11 11 7 4 4 0 1 0 0
39 12 11 7 4 4 0 1 0 0
40 13 11 7 4 4 0 1 0 0
41 13 11 8 4 4 0 1 0 0
42 13 11 9 4 4 0 1 0 0
43 14 11 9 4 4 0 1 0 0
44 14 11 10 4 4 0 1 0 0
45 14 11 11 4 4 0 1 0 0
46 15 11 11 4 4 0 1 0 0
47 15 11 12 4 4 0 1 0 0
48 15 11 13 4 4 0 1 0 0
49 16 11 13 4 4 0 1 0 0
50 16 11 14 4 4 0 1 0 0
51 17 11 14 4 4 0 1 0 0
52 17 12 14 4 4 0 1 0 0
53 18 12 14 4 4 0 1 0 0
54 18 13 14 4 4 0 1 0 0
55 18 13 15 4 4 0 1 0 0
56 19 13 15 4 4 0 1 0 0
57 20 13 15 4 4 0 1 0 0
58 20 13 15 4 4 1 1 0 0
59 20 14 15 4 4 1 1 0 0
60 21 14 15 4 4 1 1 0 0
61 22 14 15 4 4 1 1 0 0
62 23 14 15 4 4 1 1 0 0
63 23 14 16 4 4 1 1 0 0
64 24 14 16 4 4 1 1 0 0
65 24 14 16 4 4 1 2 0 0
66 25 14 16 4 4 1 2 0 0
67 25 15 16 4 4 1 2 0 0
68 25 16 16 4 4 1 2 0 0
69 25 16 17 4 4 1 2 0 0
70 26 16 17 4 4 1 2 0 0
71 26 16 17 4 4 1 2 1 0
72 26 17 17 4 4 1 2 1 0
73 26 18 17 4 4 1 2 1 0
74 26 19 17 4 4 1 2 1 0
75 26 20 17 4 4 1 2 1 0
76 27 20 17 4 4 1 2 1 0
77 27 20 17 4 4 1 2 1 1
78 27 20 18 4 4 1 2 1 1
79 28 20 18 4 4 1 2 1 1
80 28 21 18 4 4 1 2 1 1
81 28 21 18 4 4 2 2 1 1
82 28 21 18 5 4 2 2 1 1
83 29 21 18 5 4 2 2 1 1
84 29 22 18 5 4 2 2 1 1
85 30 22 18 5 4 2 2 1 1
86 31 22 18 5 4 2 2 1 1
87 31 22 19 5 4 2 2 1 1
88 31 23 19 5 4 2 2 1 1
89 31 23 20 5 4 2 2 1 1
90 32 23 20 5 4 2 2 1 1
91 32 24 20 5 4 2 2 1 1
92 32 25 20 5 4 2 2 1 1
93 32 25 20 6 4 2 2 1 1
94 32 25 21 6 4 2 2 1 1
95 33 25 21 6 4 2 2 1 1
96 34 25 21 6 4 2 2 1 1
97 35 25 21 6 4 2 2 1 1
98 35 26 21 6 4 2 2 1 1
99 36 26 21 6 4 2 2 1 1
100 36 26 22 6 4 2 2 1 1
101 37 26 22 6 4 2 2 1 1
102 38 26 22 6 4 2 2 1 1
103 39 26 22 6 4 2 2 1 1
104 39 26 23 6 4 2 2 1 1
105 39 27 23 6 4 2 2 1 1
106 40 27 23 6 4 2 2 1 1
107 41 27 23 6 4 2 2 1 1
108 41 28 23 6 4 2 2 1 1
109 41 29 23 6 4 2 2 1 1
110 41 30 23 6 4 2 2 1 1
111 41 31 23 6 4 2 2 1 1
112 41 32 23 6 4 2 2 1 1
113 41 33 23 6 4 2 2 1 1
114 41 34 23 6 4 2 2 1 1
115 41 34 24 6 4 2 2 1 1
116 41 34 25 6 4 2 2 1 1
117 42 34 25 6 4 2 2 1 1
118 42 35 25 6 4 2 2 1 1
119 42 36 25 6 4 2 2 1 1
120 42 37 25 6 4 2 2 1 1
121 42 37 26 6 4 2 2 1 1
122 42 38 26 6 4 2 2 1 1
123 43 38 26 6 4 2 2 1 1
124 43 38 27 6 4 2 2 1 1
